id,text_,rating
114,"I'm a graphic designer and needed a second monitor at home for work. I didn't have a huge budget, so I spent a lot of time looking through reviews of monitors around the same price, and this is the one I ended up getting.<br /><br />It was shipped in the LG box, but luckily I was home when I arrived and it didn't sit outside for very long. Everything was packed nicely in the box and there was no damage to the box or the monitor.<br /><br />It came with an HDMI cable, which was a nice surprise but I had already bought one.<br /><br />It also came with a stand but I planned on mounting it onto an arm attached to my desk. The monitor is lightweight so mounting it was not difficult at all. It fits the standard 75mm mount so finding one I could use with it was not difficult, and it fit perfectly.<br /><br />It has a button on the bottom to access settings, where you can change the brightness, etc.<br /><br />There are no speakers in the monitor itself, so you'll need speakers or Bluetooth headphones if you don't already have them.<br /><br />I primarily do graphic design with this monitor, but I also play video games, and the picture is good for both.<br /><br />Overall I'm very pleased with this purchase. Having dual monitors has increased my productivity at work, and has also made doing graphic design easier, in that I can see things better. If you're looking for a decent monitor but don't want to break the bank, get this one.",5
115,"I have had this monitor for a little over 3 months, and I love it. My only issue, is when I am pushing my PC @ 240 hz for a screen/fps rate occasionally it goes dark. Like turn it off, wait for it to cool down and then start it up again.  Contacted support and they said RMA, but this seems very similar to a temp sensor shutting it down for over heating, and the back is certainly warm to the touch. Any how I am going to pursue RMA now that I can't stand it. Doesn't matter the app(s) but it has to get fixed. Love it otherwise but this seems like a firmware solvable issue.",3
116,perfect for my small home office so easy to install and just perfect clear picture and you can adjust brightness unsure if it’s touch screen still have the film on and when I touch it nothing happens I got the smaller size.,5
117,"I recently upgraded from a 60hz monitor I bought from Walmart, and let me tell you I’m happy I did. This monitor has amazing quality, so many graphics setting such as low blue light, gaming modes, crosshairs for gaming etc. I’ve only had one issue out of it as it didn’t come with a power cord when I originally bought it but customer support was so nice about it and got me what I needed as soon as they could! I honestly would not be able to go back to my 60hz monitor for gaming after using this one, there is little to no screen tearing and it runs amazingly. I am happy with my purchase and excited to game on with my 165hz monitor!",4
118,I'm look to buy 2 more without the webcam. I just with they weren't more costly then the webcam one LOL.,5
119,"This was purchased as a gift, ""overclock"" was required to set at 165hz, but produces a great image. An outstanding gaming monitor when paired with the right PC.",5
120,Works great with my Xbox,5
121,Considerably brighter than my other monitor. Very smooth though,4
122,"I bought one of these at Staples for $99. last week to replace the 18.5 inch version of the same monitor, which was a little too small for my liking. I don't know what thse other folks are complaining about, mine worked great right out of the box. It's perfectly fine for everyday use such as surfing the web and sending e-mail, the picture is nice and bright, the image is sharp,the color is good. A couple of minor quibbles: The screen is actually 21.5 inches, the instruction manual is on a disc only, the buttons are not labeled, and the vertical viewing angle is somewhat limited (but so is just about every other LED monitor for this price). In most cases, you won't need to use the supplied software. Just plug it in, hook up the VGA cable, set your video prpoerties and go. One thing I like is that the AC power cord goes right into the back, there is no separate power supply, it's built-in.",4
123,"UPDATE 12/14/20<br /><br />I couldn't deal with the backlight bleed. It got worse over time and I just wanted something else. The LG Ultragear 27GN850-B is about $70-120 more expensive but it's considerably better and I will be keeping that one. Just a heads up.<br /><br />I purchased this to pair with a next-generation console. My prior monitor was a 4K 28"" Samsung with a max refresh rate of 60 Hz. This monitor's refresh rate and response time are a massive improvement over the old monitor and I greatly appreciate that. The animations are incredibly fluid when paired with my laptop and video from Netflix, Youtube, etc. look amazing. I have zero complaints there. The screen can also get quite bright. I am typing this on the screen right now at 60% brightness in a brightly lit room and it is almost too bright.  The build quality is top-notch and I would not expect anything less from Dell. It does not feel cheap whatsoever. The stand is a blend of metals and plastics and has a great weight to it.<br /><br />However, I have one minor gripe with the monitor. After setting it up, messing around with settings, and watching some 1440p video, I noticed it has one dead pixel. Thankfully, it is not in the central area of the screen and is in the bottom-left area of the screen close to the bezel. I reached out to Amazon Support and I have until 1/31/21 to return it. If more dead pixels start appearing, I will be returning it. I may or may not repurchase it, I cannot really make a call on that yet since I have only used it for a day. I strongly think that this is not a common defect looking through the other reviews. I think I just got unlucky. I would give this monitor 5 stars but unfortunately, I cannot as it is not 100% perfect.",3
